user,artist,plays
user_0259,Pritam,70
user_0259,Shreya Ghoshal,50
user_0259,Sunidhi Chauhan,72
user_0259,Sonu Nigam,35
user_0259,Taylor Swift,28
user_0259,Dua Lipa,6
user_0259,Katy Perry,17
user_0259,Ed Sheeran,24
user_0260,Pritam,80
user_0260,Arijit Singh,47
user_0260,Shreya Ghoshal,98
user_0260,Neha Kakkar,67
user_0260,Sonu Nigam,111
user_0260,Badshah,80
user_0260,Sunidhi Chauhan,75
user_0260,Drake,30
user_0260,Post Malone,31
user_0260,Travis Scott,13
user_0260,Nicki Minaj,10
user_0261,Martin Garrix,50
user_0261,Kygo,85
user_0261,Marshmello,38
user_0261,David Guetta,71
user_0261,Avicii,81
user_0261,Calvin Harris,44
user_0261,Imagine Dragons,10
user_0261,Maroon 5,13
user_0261,OneRepublic,15
user_0262,Ed Sheeran,43
user_0262,Adele,51
user_0262,Katy Perry,49
user_0262,Bruno Mars,55
user_0262,Dua Lipa,50
user_0262,Taylor Swift,66
user_0262,Ariana Grande,24
user_0262,Justin Bieber,47
user_0263,Green Day,105
user_0263,The Killers,77
user_0263,Coldplay,118
user_0263,Linkin Park,81
user_0263,Maroon 5,85
user_0263,Imagine Dragons,110
user_0263,Foo Fighters,86
user_0263,OneRepublic,53
user_0263,Neha Kakkar,28
user_0263,Arijit Singh,19
user_0263,Sunidhi Chauhan,17
user_0263,Badshah,16
user_0263,A.R. Rahman,12
user_0264,Travis Scott,113
user_0264,Kendrick Lamar,48
user_0264,Post Malone,21
user_0264,Eminem,85
user_0264,Nicki Minaj,27
user_0264,J. Cole,24
user_0264,Cardi B,114
user_0264,A.R. Rahman,21
user_0264,Shreya Ghoshal,21
user_0264,Sunidhi Chauhan,36
user_0264,Badshah,27
user_0265,Nicki Minaj,120
user_0265,Post Malone,73
user_0265,Kendrick Lamar,107
user_0265,Cardi B,105
user_0265,Travis Scott,41
user_0265,Eminem,120
user_0265,Drake,95
user_0265,J. Cole,30
user_0265,Dua Lipa,32
user_0265,Bruno Mars,21
user_0265,Taylor Swift,5
user_0265,Ariana Grande,29
user_0266,Neha Kakkar,52
user_0266,Sonu Nigam,95
user_0266,Badshah,79
user_0266,Shreya Ghoshal,98
user_0266,Arijit Singh,72
user_0266,Sunidhi Chauhan,106
user_0266,A.R. Rahman,108
user_0266,Pritam,118
user_0266,Ariana Grande,27
user_0266,Ed Sheeran,32
user_0266,Bruno Mars,40
user_0267,Foo Fighters,88
user_0267,Imagine Dragons,104
user_0267,Linkin Park,43
user_0267,The Killers,120
user_0267,Maroon 5,75
user_0267,Coldplay,88
user_0267,Green Day,97
user_0267,OneRepublic,84
user_0267,Eminem,36
user_0267,Cardi B,30
user_0267,Travis Scott,10
user_0267,Kendrick Lamar,8
user_0268,Linkin Park,45
user_0268,Coldplay,32
user_0268,Green Day,93
user_0268,The Killers,66
user_0268,Foo Fighters,48
user_0268,OneRepublic,42
user_0268,Maroon 5,27
user_0268,Imagine Dragons,68
user_0268,Calvin Harris,23
user_0268,Avicii,31
user_0268,Zedd,19
user_0268,Alan Walker,5
user_0269,Green Day,41
user_0269,Imagine Dragons,23
user_0269,OneRepublic,83
user_0269,Linkin Park,75
user_0269,Maroon 5,113
user_0269,Foo Fighters,78
user_0269,Coldplay,70
user_0269,The Killers,50
user_0270,Post Malone,69
user_0270,Cardi B,79
user_0270,Kendrick Lamar,27
user_0270,Nicki Minaj,88
user_0270,J. Cole,88
user_0270,Drake,86
user_0271,David Guetta,43
user_0271,Alan Walker,108
user_0271,Avicii,70
user_0271,Martin Garrix,118
user_0271,Zedd,93
user_0271,Marshmello,23
user_0271,Kygo,40
user_0271,Calvin Harris,60
user_0272,Imagine Dragons,85
user_0272,Coldplay,56
user_0272,Foo Fighters,90
user_0272,Green Day,95
user_0272,The Killers,52
user_0272,Maroon 5,114
user_0272,Linkin Park,106
user_0272,OneRepublic,110
user_0272,Taylor Swift,16
user_0272,Adele,24
user_0272,Ariana Grande,15
user_0272,Dua Lipa,25
user_0272,Katy Perry,9
user_0273,Shreya Ghoshal,31
user_0273,A.R. Rahman,84
user_0273,Neha Kakkar,82
user_0273,Pritam,48
user_0273,Sonu Nigam,105
user_0273,Sunidhi Chauhan,107
user_0273,Badshah,53
user_0273,Dua Lipa,16
user_0273,Adele,24
user_0273,Ed Sheeran,14
user_0274,Martin Garrix,20
user_0274,David Guetta,21
user_0274,Alan Walker,67
user_0274,Calvin Harris,63
user_0274,Zedd,23
user_0274,Kygo,55
user_0274,Marshmello,47
user_0275,Alan Walker,86
user_0275,Zedd,62
user_0275,Martin Garrix,99
user_0275,Marshmello,107
user_0275,Avicii,61
user_0275,David Guetta,109
user_0275,Calvin Harris,31
user_0275,Kygo,30
user_0275,Sonu Nigam,21
user_0275,Shreya Ghoshal,10
user_0275,Pritam,7
user_0276,Pritam,50
user_0276,Sonu Nigam,120
user_0276,Arijit Singh,23
user_0276,A.R. Rahman,106
user_0276,Shreya Ghoshal,48
user_0276,Sunidhi Chauhan,23
user_0276,Neha Kakkar,86
user_0276,Justin Bieber,36
user_0276,Taylor Swift,30
user_0276,Dua Lipa,38
user_0277,J. Cole,65
user_0277,Post Malone,62
user_0277,Nicki Minaj,106
user_0277,Drake,98
user_0277,Cardi B,93
user_0277,Travis Scott,20
user_0277,Neha Kakkar,20
user_0277,Sunidhi Chauhan,19
user_0277,Badshah,11
user_0277,Sonu Nigam,22
user_0278,Foo Fighters,49
user_0278,Linkin Park,102
user_0278,Imagine Dragons,28
user_0278,Green Day,70
user_0278,Maroon 5,63
user_0278,The Killers,64
user_0278,OneRepublic,36
user_0278,Sunidhi Chauhan,11
user_0278,Shreya Ghoshal,35
user_0278,Pritam,17
user_0278,Sonu Nigam,20
user_0278,Neha Kakkar,26
user_0279,Ed Sheeran,53
user_0279,Adele,91
user_0279,Taylor Swift,101
user_0279,Justin Bieber,45
user_0279,Ariana Grande,46
user_0279,Bruno Mars,26
user_0279,Dua Lipa,81
user_0279,Green Day,18
user_0279,Coldplay,31
user_0279,Maroon 5,32
user_0279,Linkin Park,29
user_0280,Bruno Mars,48
user_0280,Adele,75
user_0280,Ariana Grande,27
user_0280,Katy Perry,42
user_0280,Taylor Swift,23
user_0280,Ed Sheeran,73
user_0280,Arijit Singh,6
user_0280,Sunidhi Chauhan,18
user_0280,Badshah,12
user_0280,Sonu Nigam,22
user_0281,Cardi B,68
user_0281,Post Malone,113
user_0281,Travis Scott,103
user_0281,Kendrick Lamar,71
user_0281,Drake,36
user_0281,Nicki Minaj,64
user_0281,J. Cole,88
user_0281,Eminem,47
user_0281,Katy Perry,19
user_0281,Justin Bieber,28
user_0281,Ed Sheeran,5
user_0281,Bruno Mars,5
user_0282,Sunidhi Chauhan,120
user_0282,Badshah,113
user_0282,Arijit Singh,112
user_0282,A.R. Rahman,42
user_0282,Neha Kakkar,79
user_0282,Sonu Nigam,60
user_0282,Shreya Ghoshal,117
user_0282,Pritam,115
user_0282,J. Cole,32
user_0282,Kendrick Lamar,14
user_0282,Nicki Minaj,38
user_0282,Drake,39
user_0282,Eminem,23
user_0283,The Killers,35
user_0283,Coldplay,41
user_0283,OneRepublic,63
user_0283,Maroon 5,24
user_0283,Linkin Park,51
user_0283,Green Day,66
user_0284,Eminem,59
user_0284,Cardi B,115
user_0284,Nicki Minaj,86
user_0284,Kendrick Lamar,63
user_0284,J. Cole,22
user_0284,Travis Scott,21
user_0284,Drake,42
user_0284,Post Malone,43
user_0284,A.R. Rahman,40
user_0284,Neha Kakkar,19
user_0284,Shreya Ghoshal,15
user_0284,Badshah,19
user_0284,Sonu Nigam,35
user_0285,Ed Sheeran,53
user_0285,Justin Bieber,88
user_0285,Ariana Grande,103
user_0285,Katy Perry,109
user_0285,Bruno Mars,27
user_0285,Adele,60
user_0285,Dua Lipa,21
user_0285,Taylor Swift,102
user_0285,Nicki Minaj,5
user_0285,Drake,15
user_0285,Kendrick Lamar,26
user_0285,Travis Scott,9
user_0286,Bruno Mars,28
user_0286,Ariana Grande,33
user_0286,Adele,115
user_0286,Dua Lipa,72
user_0286,Justin Bieber,66
user_0286,Taylor Swift,89
user_0286,Ed Sheeran,83
user_0286,Neha Kakkar,14
user_0286,Sonu Nigam,38
user_0286,Arijit Singh,32
user_0287,Drake,44
user_0287,Kendrick Lamar,72
user_0287,Nicki Minaj,90
user_0287,Eminem,44
user_0287,Cardi B,79
user_0287,J. Cole,91
user_0287,Post Malone,72
user_0287,Calvin Harris,18
user_0287,Avicii,26
user_0287,David Guetta,10
user_0288,Post Malone,59
user_0288,Kendrick Lamar,84
user_0288,Travis Scott,120
user_0288,Cardi B,52
user_0288,Drake,42
user_0288,Nicki Minaj,120
user_0288,J. Cole,48
user_0288,Shreya Ghoshal,12
user_0288,Sonu Nigam,40
user_0288,Pritam,23
user_0289,David Guetta,54
user_0289,Zedd,108
user_0289,Calvin Harris,71
user_0289,Avicii,32
user_0289,Marshmello,45
user_0289,Martin Garrix,88
user_0289,Kygo,65
user_0289,Alan Walker,41
user_0289,Maroon 5,34
user_0289,The Killers,18
user_0289,Coldplay,31
user_0289,Foo Fighters,9
user_0290,Avicii,39
user_0290,Alan Walker,54
user_0290,Zedd,105
user_0290,David Guetta,41
user_0290,Calvin Harris,86
user_0290,Marshmello,68
user_0290,Kygo,52
user_0290,Neha Kakkar,10
user_0290,Sunidhi Chauhan,33
user_0290,Pritam,18
user_0290,A.R. Rahman,36
user_0290,Sonu Nigam,31
user_0291,Drake,100
user_0291,Travis Scott,24
user_0291,Eminem,80
user_0291,J. Cole,67
user_0291,Cardi B,99
user_0291,Post Malone,100
user_0291,Kendrick Lamar,86
user_0291,Sonu Nigam,40
user_0291,Sunidhi Chauhan,27
user_0291,Shreya Ghoshal,13
user_0292,Kendrick Lamar,36
user_0292,Travis Scott,26
user_0292,Cardi B,69
user_0292,Drake,77
user_0292,Nicki Minaj,44
user_0292,Eminem,41
user_0292,Foo Fighters,27
user_0292,Maroon 5,27
user_0292,Coldplay,25
user_0293,Zedd,102
user_0293,Alan Walker,50
user_0293,Martin Garrix,112
user_0293,David Guetta,30
user_0293,Kygo,111
user_0293,Marshmello,97
user_0293,Avicii,42
user_0293,Calvin Harris,85
user_0293,Imagine Dragons,24
user_0293,Maroon 5,11
user_0293,The Killers,12
user_0294,Eminem,52
user_0294,Cardi B,42
user_0294,Kendrick Lamar,112
user_0294,Drake,37
user_0294,Post Malone,116
user_0294,Nicki Minaj,67
user_0294,Shreya Ghoshal,10
user_0294,Badshah,38
user_0294,Neha Kakkar,6
user_0294,Sunidhi Chauhan,28
user_0295,Pritam,117
user_0295,Sunidhi Chauhan,93
user_0295,Shreya Ghoshal,96
user_0295,Neha Kakkar,39
user_0295,Sonu Nigam,26
user_0295,Badshah,49
user_0295,A.R. Rahman,106
user_0295,Alan Walker,16
user_0295,Zedd,27
user_0295,Avicii,16
user_0295,Kygo,26
user_0295,Martin Garrix,33
user_0296,Sonu Nigam,51
user_0296,A.R. Rahman,82
user_0296,Neha Kakkar,43
user_0296,Sunidhi Chauhan,40
user_0296,Arijit Singh,57
user_0296,Badshah,110
user_0296,Pritam,97
user_0297,Bruno Mars,43
user_0297,Adele,101
user_0297,Justin Bieber,103
user_0297,Taylor Swift,117
user_0297,Ed Sheeran,36
user_0297,Katy Perry,84
user_0297,Dua Lipa,119
user_0297,Ariana Grande,101
user_0297,Coldplay,7
user_0297,Maroon 5,24
user_0297,Linkin Park,30
user_0297,Foo Fighters,24
user_0298,Eminem,71
user_0298,Post Malone,119
user_0298,J. Cole,82
user_0298,Nicki Minaj,24
user_0298,Drake,56
user_0298,Cardi B,59
user_0298,Kendrick Lamar,47
user_0298,Maroon 5,23
user_0298,Imagine Dragons,26
user_0298,The Killers,40
user_0299,Calvin Harris,78
user_0299,Avicii,63
user_0299,Alan Walker,62
user_0299,Kygo,56
user_0299,Marshmello,25
user_0299,Zedd,106
user_0299,Nicki Minaj,34
user_0299,Travis Scott,19
user_0299,Kendrick Lamar,5
user_0299,Cardi B,32
user_0300,Eminem,107
user_0300,Drake,43
user_0300,Cardi B,76
user_0300,Travis Scott,102
user_0300,Post Malone,49
user_0300,J. Cole,88
user_0300,Nicki Minaj,22
user_0300,Marshmello,35
user_0300,Alan Walker,17
user_0300,Kygo,11
user_0300,Martin Garrix,20
user_0300,Avicii,27
user_0301,Calvin Harris,90
user_0301,Avicii,82
user_0301,Alan Walker,76
user_0301,Marshmello,50
user_0301,Kygo,30
user_0301,Zedd,63
user_0301,Martin Garrix,46
user_0301,David Guetta,75
user_0301,Arijit Singh,38
user_0301,Pritam,23
user_0301,Neha Kakkar,40
user_0302,Dua Lipa,25
user_0302,Adele,43
user_0302,Taylor Swift,24
user_0302,Ed Sheeran,106
user_0302,Katy Perry,42
user_0302,Bruno Mars,54
user_0302,Travis Scott,14
user_0302,J. Cole,16
user_0302,Kendrick Lamar,16
user_0303,Cardi B,119
user_0303,Nicki Minaj,67
user_0303,J. Cole,85
user_0303,Post Malone,41
user_0303,Kendrick Lamar,30
user_0303,Travis Scott,26
user_0303,A.R. Rahman,15
user_0303,Neha Kakkar,40
user_0303,Sonu Nigam,40
user_0304,Sonu Nigam,109
user_0304,Pritam,53
user_0304,Arijit Singh,84
user_0304,Badshah,92
user_0304,Shreya Ghoshal,104
user_0304,A.R. Rahman,83
user_0304,Neha Kakkar,91
user_0304,Sunidhi Chauhan,104
user_0304,Alan Walker,5
user_0304,Marshmello,5
user_0304,Martin Garrix,23
user_0305,Drake,22
user_0305,Post Malone,93
user_0305,J. Cole,73
user_0305,Cardi B,65
user_0305,Eminem,110
user_0305,Kendrick Lamar,51
user_0305,Travis Scott,77
user_0305,Linkin Park,20
user_0305,Coldplay,14
user_0305,Green Day,17
user_0305,Maroon 5,31
user_0305,Foo Fighters,32
user_0306,Foo Fighters,25
user_0306,Coldplay,53
user_0306,Green Day,113
user_0306,The Killers,35
user_0306,Imagine Dragons,27
user_0306,Maroon 5,95
user_0306,Linkin Park,27
user_0306,J. Cole,19
user_0306,Eminem,25
user_0306,Cardi B,21
user_0307,Coldplay,30
user_0307,Green Day,63
user_0307,Foo Fighters,68
user_0307,Linkin Park,100
user_0307,The Killers,64
user_0307,OneRepublic,114
user_0307,Imagine Dragons,33
user_0307,Adele,12
user_0307,Katy Perry,19
user_0307,Ed Sheeran,16
user_0308,Sonu Nigam,49
user_0308,Badshah,31
user_0308,Arijit Singh,50
user_0308,Shreya Ghoshal,111
user_0308,A.R. Rahman,46
user_0308,Pritam,119
user_0308,Neha Kakkar,66
user_0308,Sunidhi Chauhan,107
user_0308,Calvin Harris,28
user_0308,Marshmello,7
user_0308,Alan Walker,19
user_0308,Martin Garrix,14
user_0309,Adele,53
user_0309,Ed Sheeran,79
user_0309,Ariana Grande,60
user_0309,Taylor Swift,35
user_0309,Katy Perry,108
user_0309,Dua Lipa,109
user_0309,Justin Bieber,104
user_0309,Bruno Mars,57
user_0309,Kygo,22
user_0309,Martin Garrix,22
user_0309,Alan Walker,39
user_0310,Alan Walker,77
user_0310,Marshmello,93
user_0310,Martin Garrix,96
user_0310,Avicii,116
user_0310,David Guetta,53
user_0310,Calvin Harris,50
user_0310,Zedd,117
user_0310,Kygo,119
user_0310,Post Malone,24
user_0310,Eminem,35
user_0310,Drake,16
user_0311,A.R. Rahman,120
user_0311,Shreya Ghoshal,85
user_0311,Arijit Singh,44
user_0311,Badshah,52
user_0311,Sonu Nigam,46
user_0311,Pritam,104
user_0311,Neha Kakkar,29
user_0311,Ariana Grande,27
user_0311,Katy Perry,6
user_0311,Dua Lipa,40
user_0311,Bruno Mars,26
user_0312,Linkin Park,60
user_0312,Coldplay,74
user_0312,Green Day,24
user_0312,The Killers,27
user_0312,OneRepublic,112
user_0312,Imagine Dragons,23
user_0312,Maroon 5,61
user_0312,Foo Fighters,97
user_0312,Avicii,10
user_0312,Marshmello,38
user_0312,David Guetta,26
user_0312,Martin Garrix,14
user_0313,Nicki Minaj,98
user_0313,Post Malone,53
user_0313,Travis Scott,90
user_0313,J. Cole,92
user_0313,Eminem,87
user_0313,Cardi B,47
user_0313,Drake,103
user_0313,Kendrick Lamar,43
user_0313,Green Day,30
user_0313,Coldplay,31
user_0313,Linkin Park,32
user_0313,OneRepublic,31
user_0313,Foo Fighters,9
user_0314,Marshmello,80
user_0314,Calvin Harris,53
user_0314,Avicii,62
user_0314,Alan Walker,85
user_0314,Zedd,56
user_0314,Kygo,49
user_0314,David Guetta,102
user_0314,Martin Garrix,61
user_0314,J. Cole,39
user_0314,Post Malone,13
user_0314,Travis Scott,20
user_0315,OneRepublic,72
user_0315,Imagine Dragons,88
user_0315,The Killers,50
user_0315,Linkin Park,45
user_0315,Maroon 5,94
user_0315,Coldplay,92
user_0315,Green Day,36
user_0315,Foo Fighters,41
user_0316,Green Day,28
user_0316,The Killers,40
user_0316,Linkin Park,39
user_0316,Maroon 5,60
user_0316,Imagine Dragons,66
user_0316,OneRepublic,49
user_0316,Eminem,27
user_0316,J. Cole,19
user_0316,Drake,16
user_0316,Post Malone,16
user_0317,Imagine Dragons,34
user_0317,Green Day,32
user_0317,OneRepublic,75
user_0317,Coldplay,59
user_0317,Foo Fighters,93
user_0317,Maroon 5,71
user_0317,Martin Garrix,32
user_0317,Zedd,29
user_0317,Calvin Harris,16
user_0318,Sunidhi Chauhan,55
user_0318,Shreya Ghoshal,119
user_0318,Arijit Singh,58
user_0318,Neha Kakkar,120
user_0318,Pritam,69
user_0318,A.R. Rahman,97
user_0318,Calvin Harris,10
user_0318,Martin Garrix,26
user_0318,Zedd,5
user_0318,Kygo,17
user_0318,Marshmello,5
user_0319,Neha Kakkar,35
user_0319,Badshah,27
user_0319,Pritam,33
user_0319,Arijit Singh,58
user_0319,Shreya Ghoshal,101
user_0319,A.R. Rahman,36
user_0319,Sunidhi Chauhan,102
user_0319,Sonu Nigam,20
user_0320,Kygo,71
user_0320,Avicii,95
user_0320,David Guetta,110
user_0320,Zedd,37
user_0320,Marshmello,116
user_0320,Calvin Harris,114
user_0320,Martin Garrix,82
user_0320,Pritam,28
user_0320,Shreya Ghoshal,29
user_0320,Neha Kakkar,27
user_0321,Ariana Grande,114
user_0321,Dua Lipa,72
user_0321,Bruno Mars,87
user_0321,Ed Sheeran,29
user_0321,Taylor Swift,57
user_0321,Katy Perry,83
user_0321,Alan Walker,21
user_0321,Martin Garrix,23
user_0321,Marshmello,25
user_0321,David Guetta,28
user_0321,Calvin Harris,40
user_0322,Zedd,108
user_0322,Avicii,102
user_0322,Alan Walker,34
user_0322,Calvin Harris,83
user_0322,Kygo,61
user_0322,Marshmello,83
user_0322,Kendrick Lamar,14
user_0322,Post Malone,37
user_0322,Nicki Minaj,39
user_0322,Drake,16
user_0323,The Killers,54
user_0323,Imagine Dragons,108
user_0323,Maroon 5,73
user_0323,Coldplay,56
user_0323,Foo Fighters,23
user_0323,Green Day,37
user_0323,J. Cole,16
user_0323,Cardi B,17
user_0323,Kendrick Lamar,8
user_0323,Eminem,12
user_0323,Nicki Minaj,40
user_0324,Zedd,63
user_0324,David Guetta,65
user_0324,Alan Walker,88
user_0324,Marshmello,25
user_0324,Avicii,48
user_0324,Martin Garrix,106
user_0324,Drake,31
user_0324,Eminem,17
user_0324,Cardi B,22
user_0325,Eminem,20
user_0325,J. Cole,29
user_0325,Post Malone,117
user_0325,Nicki Minaj,87
user_0325,Cardi B,75
user_0325,Drake,21
user_0325,Kendrick Lamar,80
user_0325,Travis Scott,63
user_0325,Shreya Ghoshal,9
user_0325,Arijit Singh,21
user_0325,Sunidhi Chauhan,36
user_0325,Pritam,15
user_0326,Travis Scott,53
user_0326,Cardi B,54
user_0326,Eminem,87
user_0326,Nicki Minaj,49
user_0326,J. Cole,35
user_0326,Drake,46
user_0326,Alan Walker,13
user_0326,Kygo,27
user_0326,Zedd,28
user_0327,Nicki Minaj,107
user_0327,Drake,105
user_0327,Eminem,52
user_0327,Post Malone,20
user_0327,Kendrick Lamar,32
user_0327,J. Cole,30
user_0327,Linkin Park,30
user_0327,Foo Fighters,31
user_0327,Maroon 5,30
user_0327,Green Day,21
user_0327,OneRepublic,39
user_0328,Coldplay,20
user_0328,Foo Fighters,112
user_0328,Green Day,77
user_0328,Maroon 5,44
user_0328,The Killers,83
user_0328,Linkin Park,88
user_0328,OneRepublic,112
user_0328,Ariana Grande,37
user_0328,Katy Perry,21
user_0328,Dua Lipa,37
user_0328,Justin Bieber,24
user_0329,Pritam,99
user_0329,Badshah,48
user_0329,Arijit Singh,113
user_0329,Shreya Ghoshal,85
user_0329,A.R. Rahman,64
user_0329,Sunidhi Chauhan,83
user_0329,Neha Kakkar,108
user_0329,The Killers,27
user_0329,Green Day,20
user_0329,Linkin Park,14
user_0330,Coldplay,84
user_0330,Foo Fighters,50
user_0330,Imagine Dragons,44
user_0330,The Killers,62
user_0330,Linkin Park,93
user_0330,Green Day,38
user_0330,Maroon 5,118
user_0330,Neha Kakkar,11
user_0330,Badshah,25
user_0330,A.R. Rahman,11
user_0330,Sonu Nigam,19
user_0330,Arijit Singh,9
user_0331,Marshmello,48
user_0331,Zedd,38
user_0331,Calvin Harris,119
user_0331,Alan Walker,109
user_0331,Martin Garrix,33
user_0331,David Guetta,64
user_0331,Kygo,94
user_0331,Shreya Ghoshal,10
user_0331,Sunidhi Chauhan,9
user_0331,Pritam,33
user_0331,Badshah,31
user_0332,Calvin Harris,110
user_0332,Zedd,55
user_0332,Alan Walker,86
user_0332,Martin Garrix,89
user_0332,Avicii,104
user_0332,Kygo,117
user_0332,Marshmello,82
user_0333,David Guetta,57
user_0333,Alan Walker,104
user_0333,Calvin Harris,107
user_0333,Zedd,72
user_0333,Marshmello,57
user_0333,Kygo,107
user_0333,Avicii,37
user_0333,Cardi B,32
user_0333,Eminem,8
user_0333,Post Malone,37
user_0333,Nicki Minaj,14
user_0334,Sunidhi Chauhan,79
user_0334,A.R. Rahman,110
user_0334,Shreya Ghoshal,87
user_0334,Neha Kakkar,106
user_0334,Arijit Singh,79
user_0334,Pritam,25
user_0335,Taylor Swift,104
user_0335,Adele,98
user_0335,Katy Perry,25
user_0335,Justin Bieber,82
user_0335,Ariana Grande,82
user_0335,Dua Lipa,74
user_0335,Zedd,19
user_0335,Martin Garrix,12
user_0335,Kygo,23
user_0336,Cardi B,87
user_0336,Post Malone,109
user_0336,Nicki Minaj,120
user_0336,Kendrick Lamar,100
user_0336,Eminem,98
user_0336,J. Cole,109
user_0336,Linkin Park,9
user_0336,Maroon 5,29
user_0336,Foo Fighters,32
user_0336,Imagine Dragons,37
user_0337,David Guetta,92
user_0337,Martin Garrix,23
user_0337,Calvin Harris,84
user_0337,Zedd,107
user_0337,Kygo,99
user_0337,Alan Walker,51
user_0337,Eminem,6
user_0337,Drake,39
user_0337,Nicki Minaj,13
user_0337,Cardi B,6
user_0338,Calvin Harris,44
user_0338,Zedd,21
user_0338,Kygo,25
user_0338,Alan Walker,88
user_0338,Marshmello,28
user_0338,Avicii,44
user_0338,Martin Garrix,112
user_0338,OneRepublic,17
user_0338,Linkin Park,34
user_0338,Foo Fighters,31
user_0338,The Killers,34
user_0338,Maroon 5,33
user_0339,Adele,108
user_0339,Justin Bieber,28
user_0339,Ed Sheeran,58
user_0339,Dua Lipa,120
user_0339,Bruno Mars,107
user_0339,Katy Perry,120
user_0339,Ariana Grande,38
user_0339,Taylor Swift,66
user_0340,Arijit Singh,102
user_0340,Sonu Nigam,31
user_0340,A.R. Rahman,89
user_0340,Sunidhi Chauhan,54
user_0340,Badshah,33
user_0340,Pritam,37
user_0341,Adele,100
user_0341,Ed Sheeran,81
user_0341,Katy Perry,89
user_0341,Dua Lipa,96
user_0341,Ariana Grande,94
user_0341,Bruno Mars,76
user_0341,Maroon 5,23
user_0341,The Killers,33
user_0341,Green Day,7
user_0341,Linkin Park,28
user_0341,OneRepublic,29
user_0342,Arijit Singh,50
user_0342,Sunidhi Chauhan,105
user_0342,Neha Kakkar,68
user_0342,Sonu Nigam,92
user_0342,Badshah,31
user_0342,Pritam,37
user_0342,A.R. Rahman,65
user_0342,Shreya Ghoshal,56
user_0342,Zedd,34
user_0342,Marshmello,16
user_0342,Kygo,17
user_0342,Calvin Harris,28
user_0342,Alan Walker,27
user_0343,Neha Kakkar,114
user_0343,Badshah,53
user_0343,Sunidhi Chauhan,81
user_0343,Pritam,47
user_0343,Arijit Singh,84
user_0343,Sonu Nigam,77
user_0343,Adele,40
user_0343,Ariana Grande,35
user_0343,Justin Bieber,36
user_0343,Ed Sheeran,8
user_0343,Dua Lipa,5
user_0344,Drake,45
user_0344,Nicki Minaj,67
user_0344,Cardi B,80
user_0344,Eminem,77
user_0344,Travis Scott,23
user_0344,Post Malone,49
user_0344,David Guetta,12
user_0344,Kygo,12
user_0344,Avicii,26
user_0344,Zedd,27
user_0344,Alan Walker,25
user_0345,Green Day,119
user_0345,Imagine Dragons,48
user_0345,The Killers,40
user_0345,Coldplay,51
user_0345,OneRepublic,41
user_0345,Foo Fighters,42
user_0345,Linkin Park,69
user_0346,Calvin Harris,105
user_0346,Alan Walker,79
user_0346,David Guetta,52
user_0346,Marshmello,72
user_0346,Martin Garrix,74
user_0346,Zedd,105
user_0346,Kygo,73
user_0347,Ariana Grande,90
user_0347,Adele,33
user_0347,Katy Perry,98
user_0347,Dua Lipa,100
user_0347,Bruno Mars,103
user_0347,Taylor Swift,66
user_0348,Sunidhi Chauhan,47
user_0348,Pritam,83
user_0348,Shreya Ghoshal,46
user_0348,A.R. Rahman,76
user_0348,Arijit Singh,80
user_0348,Sonu Nigam,85
user_0348,Badshah,100
user_0349,Calvin Harris,70
user_0349,Marshmello,102
user_0349,David Guetta,93
user_0349,Avicii,102
user_0349,Kygo,85
user_0349,Alan Walker,108
user_0349,Zedd,45
user_0349,Martin Garrix,24
user_0350,Marshmello,59
user_0350,Zedd,84
user_0350,Martin Garrix,86
user_0350,Avicii,117
user_0350,David Guetta,104
user_0350,Alan Walker,43
user_0350,Bruno Mars,24
user_0350,Taylor Swift,29
user_0350,Ariana Grande,24
user_0350,Justin Bieber,18
user_0351,Kygo,75
user_0351,Calvin Harris,28
user_0351,Avicii,27
user_0351,Zedd,62
user_0351,Marshmello,87
user_0351,David Guetta,51
user_0351,Alan Walker,51
user_0351,Ed Sheeran,29
user_0351,Bruno Mars,13
user_0351,Justin Bieber,13
user_0352,Justin Bieber,38
user_0352,Ariana Grande,117
user_0352,Ed Sheeran,88
user_0352,Katy Perry,42
user_0352,Adele,88
user_0352,Taylor Swift,96
user_0352,Dua Lipa,56
user_0352,Bruno Mars,54
user_0352,Avicii,29
user_0352,Calvin Harris,18
user_0352,Kygo,25
user_0352,Marshmello,6
user_0352,Alan Walker,19
user_0353,Imagine Dragons,29
user_0353,Maroon 5,58
user_0353,Green Day,97
user_0353,Linkin Park,78
user_0353,OneRepublic,114
user_0353,The Killers,102
user_0353,Coldplay,26
user_0354,Nicki Minaj,119
user_0354,Travis Scott,106
user_0354,Drake,58
user_0354,Kendrick Lamar,99
user_0354,J. Cole,29
user_0354,Eminem,106
user_0354,Post Malone,59
user_0354,David Guetta,21
user_0354,Zedd,34
user_0354,Calvin Harris,23
user_0354,Marshmello,31
user_0354,Kygo,30
user_0355,Kendrick Lamar,93
user_0355,Eminem,31
user_0355,Travis Scott,77
user_0355,Post Malone,113
user_0355,Cardi B,40
user_0355,J. Cole,37
user_0355,Drake,62
user_0355,Coldplay,18
user_0355,Imagine Dragons,36
user_0355,Foo Fighters,21
user_0356,J. Cole,102
user_0356,Kendrick Lamar,120
user_0356,Travis Scott,99
user_0356,Eminem,73
user_0356,Post Malone,67
user_0356,Drake,59
user_0356,Shreya Ghoshal,20
user_0356,Neha Kakkar,10
user_0356,Pritam,24
